"Author","Article","weight"
"851545","1256380",1
"851545","1472068",1
"852189","1612882",2
"853006","1124328",1
"853579","1450526",1
"853579","1661963",1
"853606","1138345",1
"853606","1324531",1
"853606","1728482",1
"855481","1011230",2
"855481","876962",2
"855610","1450586",1
"855610","1588298",1
"855610","1641312",1
"855931","1449361",1
"856567","1479967",1
"856697","1129232",1
"856697","1129282",1
"856697","1333154",1
"856939","1070289",1
"857342","1451646",2
"857574","1014212",1
"857574","1120826",1
"857574","1120832",1
"857574","1235742",1
"857883","1265529",1
"857883","1270637",2
"857883","1334382",1
"85896","1353803",1
"85914","1267446",1
"85914","1308454",2
"85914","1328628",4
"85914","1346934",2
"85914","1615224",2
"85914","1699215",1
"860864","1328334",1
"861568","1450515",1
"862182","1065986",1
"862300","1330243",1
"862300","1353803",2
"86290","1594870",2
"863683","1529311",1
"863765","1013423",1
"864348","1014007",1
"864671","1014007",1
"865096","1507930",2
"865259","1726642",1
"865259","1726644",1
"865259","1727065",1
"865292","1493557",1
"865574","1475042",2
"866777","1260035",1
"866911","1549467",1
"866955","1450489",1
"867436","1639855",1
"867446","1555686",1
"869163","1015732",1
"871130","1531703",3
"871130","1531708",3
"872269","1514265",1
"873275","1139028",1
"873275","1167783",1
"873275","1238211",1
"873275","1711977",1
"875477","1083729",1
"875477","1083736",1
"875919","1150922",1
"876795","1019087",1
"877338","1558531",1
"877499","1096047",1
"878112","1357525",1
"878770","1147674",1
"878955","1575012",1
"87979","1578850",2
"879868","1335744",1
"879868","1543267",3
"879868","1564753",1
"879868","1564795",1
"879868","1709236",1
"880397","1069906",1
"880444","1022367",1
"880444","1077277",1
"880447","1022367",1
"880482","1450547",1
"880482","1450585",1
"880482","1642314",1
"88071","1572042",1
"880750","1642923",1
"88097","1502801",1
"881168","1318253",2
"881795","1516581",1
"881795","1642577",1
"881795","1644398",1
"881795","1676551",1
"881795","1676553",1
"881795","1676555",1
"881795","1676556",1
"881795","1676788",1
"881795","1679042",1
"882036","1296667",1
"882442","1551207",1
"882442","1587974",1
"88250","1332403",2
"882722","1634046",1
"883396","1022207",1
"884593","1148215",1
"88471","1485175",1
"88471","1581555",3
"884740","1108238",1
"887259","1450560",1
"887259","1642805",1
"887267","1449310",1
"887267","1669320",1
"887299","1507178",1
"887299","1612003",1
"887398","1278007",1
"887398","1323045",1
"887398","1324174",1
"887398","1450556",1
"887398","1642124",1
"887398","1659804",1
"887442","1574533",1
"887442","1708051",1
"888118","1672062",1
"888338","1025901",1
"88850","1573449",1
"888867","1117204",1
"889548","1331431",1
"890708","1449156",1
"890930","1025846",8
"890930","1127113",1
"890930","1127117",1
"890930","1127126",5
"890930","1134267",7
"890930","1134268",5
"890930","1309404",1
"890930","1629770",1
"890930","1728412",1
"891264","1596028",1
"892061","1260017",1
"892122","1026434",1
"892424","1261192",5
"892424","1261194",3
"892424","1336045",1
"893991","1619109",1
"894546","1450560",1
"896719","1450555",1
"896719","1457748",1
"897043","1580308",1
"897308","1666849",1
"89759","1312082",1
"898254","1029345",1
"898277","1643882",1
"899185","1030657",1
"899359","1642124",1
"899359","1669320",1
"899587","1030045",1
"899976","1243663",1
"9","1531942",1
"9","1545103",2
"9","1612404",1
"90009","1500735",1
"900281","1031521",1
"901085","1323866",3
"901085","1348043",1
"901321","1661762",1
"901326","1030657",1
"901813","1415949",1
"902975","1594984",1
"90344","1250222",1
"903824","1031521",1
"90394","1261343",2
"904600","1318253",1
"905161","1366710",2
"905161","1392211",1
"905210","1044261",2
"907973","1130262",1
"908087","1026434",1
"908130","1069906",2
"908130","1300126",1
"908130","1485175",2
"908993","1692167",1
"90968","1549807",1
"909897","1666902",1
"910035","1653649",1
"910083","1328711",1
"910083","1331307",1
"91033","1565268",1
"911708","1299727",1
"912089","1062016",1
"912102","1062045",1
"912103","1062046",1
"912104","1062047",1
"912105","1062048",1
"912106","1062049",1
"912107","1062051",1
"912110","1062060",1
"912129","1288821",1
"912300","1652549",1
"912302","1652549",1
"912750","1065831",1
"912751","1065834",1
"912752","1065836",1
"912754","1065838",1
"912826","1580955",1
"912831","1065913",1
"912832","1065913",1
"912833","1065913",1
"912836","1065915",1
"912837","1065915",1
"912856","1065950",1
"912949","1450572",1
"912950","1066026",1
"912951","1066026",1
"912951","1643267",1
"912952","1066026",1
"912981","1691843",1
"913714","1684382",1
"91430","1296023",1
"91430","1367828",1
"91430","1533194",1
"91430","1667351",1
"91430","1692537",1
"91430","729006",1
"91430","878544",1
"914658","1121322",1
"914658","1369702",1
"915350","1452036",1
"915350","1669745",1
"915372","1070285",1
"915374","1070287",1
"915375","1070289",1
"915376","1070290",1
"915377","1070291",1
"915472","1686766",1
"915920","1556166",1
"916098","1699028",1
"91619","1318253",1
"91619","1714529",1
"91672","1550952",1
"91737","632603",1
"91742","1332403",2
"918694","1478305",2
"919493","1062019",1
"919705","1456288",1
"919720","1136486",1
"920523","1559840",1
"920669","1118364",1
"920669","1715845",1
"921305","1134123",2
"921305","1366708",1
"921305","1366710",1
"921305","1366717",1
"921967","1305130",1
"921967","1595585",1
"921967","1595587",1
"921969","1305130",1
"921969","1595587",1
"922559","1659819",1
"923458","1717674",1
"923736","1100063",1
"924796","1475983",1
"925498","1081417",1
"925500","1642695",1
"925501","1081417",1
"926847","1081999",1
"926877","1082030",1
"926885","1580219",2
"926889","1082036",1
"926930","1643009",1
"928043","1082870",1
"928044","1082870",1
"929195","1374376",1
"929382","1449327",1
"93037","1547790",1
"931410","1232662",2
"931417","1140333",1
"933517","1657892",1
"936873","1097223",1
"936873","1097317",1
"936873","1098479",1
"936873","1099442",1
"936873","1099986",1
"936873","1104435",1
"936873","1104748",1
"936873","1118795",1
"936873","1118806",1
"936873","1118844",1
"936873","1119299",1
"936873","1119324",1
"936873","1128982",1
"936873","1344906",1
"93743","1577167",1
"937856","1719138",1
"937856","1723285",1
"937856","1723287",1
"937856","1723304",1
"939847","1089160",1
"940066","1162546",1
"94010","1572042",1
"940347","1312082",1
"94039","1369681",2
"940660","1580418",1
"94072","1684382",2
"941192","1467248",1
"94173","1227883",1
"942730","1613254",1
"943385","1336045",1
"943631","1348723",1
"943631","1374958",1
"945733","1584282",1
"94607","1082870",1
"94607","1083729",1
"94607","1083736",1
"946981","1099427",1
"947139","1097317",1
"947139","1099986",1
"947139","1104435",1
"947139","1118795",1
"947139","1118806",1
"947139","1118844",1
"947139","1119299",1
"947139","1119324",1
"948595","1366985",12
"948595","1456594",2
"949245","1450519",1
"94982","1126509",1
"94982","1126584",1
"94982","1285448",1
"94982","1365941",1
"94983","1293304",7
"94983","1503427",2
"94983","1543482",2
"94983","1559880",2
"94983","1577324",2
"952842","1552176",1
"953051","1147303",1
"953175","1261144",1
"953175","1261145",1
"953280","1546899",2
"953280","1546904",4
"953280","1546906",1
"953292","1546905",1
"953298","1556113",1
"954244","1555494",1
"955170","1331317",1
"955170","1345353",2
"955209","1611898",1
"955209","1612404",1
"955295","1602402",1
"955823","1375524",1
"955823","1376316",1
"955823","1417453",1
"955823","1636360",1
"956156","1680105",1
"957117","1632164",1
"957215","1692822",1
"957217","1157224",1
"957217","1609231",1
"957217","1618682",1
"957222","1576344",1
"958071","1663054",1
"958071","1689897",1
"958342","1357928",1
"958342","1357931",1
"958342","1358136",1
"958342","1559639",1
"961760","1618248",1
"962022","1100063",1
"963647","1302488",2
"964895","1580440",1
"966347","1634655",1
"966676","1104176",1
"967250","1452252",1
"967341","1724748",1
"967778","1595952",1
"968148","1104748",1
"96828","1328628",1
"96842","1594858",1
"968672","1483103",1
"968966","1424227",1
"970869","1723387",1
"970869","1723423",1
"977344","1591069",1
"977370","1108552",1
"977370","1108587",1
"977370","1270637",1
"977466","1507930",1
"977604","1645864",1
"977888","1346910",1
"978268","1300126",3
"978913","1475042",1
"978913","1612404",1
"97908","1594870",1
"979400","1302488",1
"979637","1112111",1
"98","1688163",1
"980242","1230908",1
"981024","1232662",1
"981024","1472552",2
"981024","1691140",1
"981302","1117613",2
"98428","1500664",1
"98428","1692963",1
"984607","1658695",1
"985793","1531691",1
"98588","1591065",2
"985898","1270989",1
"985898","1270991",1
"985956","1578850",1
"986529","1134123",1
"988094","1353803",2
"988304","1116005",1
"988304","1116041",1
"988304","1612278",1
"988304","1646627",1
"988728","1120423",1
"989767","1302488",1
"990570","1117204",1
"99219","1644255",1
"99234","902373",1
"99251","1265642",1
"993343","1331317",1
"993343","1372214",2
"994562","1136549",1
"994745","1119171",1
"996348","1120065",1
"997291","1681566",1
"997868","1120845",1
"99966","1547940",1
"999729","1346360",1
NA,"1154948",1
